rm_ro,Index CurveSPEC : Generic Index Surface,Generic Index Surface,Index CurveSPEC,0,0,0,,,
BAS,Index CurveSPEC,Index CurveSPEC,Index Curve,CRD_EU-Index Curve,CRD_EU-Index Curve,EUR,0,TRUE,@Sliding Axis 2
rm_ro,Index CurveSPEC : Generic Index Surface,Generic Index Surface,Index CurveSPEC,0,0,0,,,
BAS,Index CurveSPEC,Index CurveSPEC,Index Curve,MBC_AD-Index Curve,MBC_AD-Index Curve,HKD,0,TRUE,@Sliding Axis 2
rm_ro,Index CurveSPEC : Generic Index Surface,Generic Index Surface,Index CurveSPEC,0,0,0,,,
BAS,Index CurveSPEC,Index CurveSPEC,Index Curve,MBC_AN-Index Curve,MBC_AN-Index Curve,THB,0,TRUE,@Sliding Axis 2
rm_ro,Index CurveSPEC : Generic Index Surface,Generic Index Surface,Index CurveSPEC,0,0,0,,,
BAS,Index CurveSPEC,Index CurveSPEC,Index Curve,MBC_ED-Index Curve,MBC_ED-Index Curve,EUR,0,TRUE,@Sliding Axis 2
rm_ro,Index CurveSPEC : Generic Index Surface,Generic Index Surface,Index CurveSPEC,0,0,0,,,
BAS,Index CurveSPEC,Index CurveSPEC,Index Curve,MBC_EN-Index Curve,MBC_EN-Index Curve,EUR,0,TRUE,@Sliding Axis 2
rm_ro,Index CurveSPEC : Generic Index Surface,Generic Index Surface,Index CurveSPEC,0,0,0,,,
BAS,Index CurveSPEC,Index CurveSPEC,Index Curve,MBC_LA-Index Curve,MBC_LA-Index Curve,CLP,0,TRUE,@Sliding Axis 2
rm_ro,Index CurveSPEC : Generic Index Surface,Generic Index Surface,Index CurveSPEC,0,0,0,,,
BAS,Index CurveSPEC,Index CurveSPEC,Index Curve,MBC_US-Index Curve,MBC_US-Index Curve,USD,0,TRUE,@Sliding Axis 2
rm_ro,Index CurveSPEC : Generic Index Surface,Generic Index Surface,Index CurveSPEC,0,0,0,,,
BAS,Index CurveSPEC,Index CurveSPEC,Index Curve,MTC_AD-Index Curve,MTC_AD-Index Curve,TWD,0,TRUE,@Sliding Axis 2
rm_ro,Index CurveSPEC : Generic Index Surface,Generic Index Surface,Index CurveSPEC,0,0,0,,,
BAS,Index CurveSPEC,Index CurveSPEC,Index Curve,MTC_AN-Index Curve,MTC_AN-Index Curve,USD,0,TRUE,@Sliding Axis 2
rm_ro,Index CurveSPEC : Generic Index Surface,Generic Index Surface,Index CurveSPEC,0,0,0,,,
BAS,Index CurveSPEC,Index CurveSPEC,Index Curve,MTC_ED-Index Curve,MTC_ED-Index Curve,EUR,0,TRUE,@Sliding Axis 2
