#BAS,Matrix Parameter CurveSPEC,OBJECT,TYPE,NAME,IDENTIFIER,DatumDATE,RelativeCurveFLAG,OriginOffsetNB,TimeEvolutionFUNC,MatrixParmSurf0SIN,MatrixParmSurf1SIN,MatrixParSfExt0FLAG,MatrixParSfExt1FLAG,MatrixParmSurfFLAG
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,29200,3,0.028847906,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,29565,0,0.035143662,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,29565,1,-0.012138375,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,29565,2,-0.025711639,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,29565,3,0.028578637,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,29930,0,0.034644245,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,29930,1,-0.011962878,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,29930,2,-0.0253826,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,29930,3,0.028312875,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,30295,0,0.034158701,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,30295,1,-0.011792339,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,30295,2,-0.025061673,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,30295,3,0.028050642,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,30660,0,0.03368647,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,30660,1,-0.011626556,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,30660,2,-0.024748573,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,30660,3,0.027791951,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,31025,0,0.033227021,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,31025,1,-0.011465336,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,31025,2,-0.024443028,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,31025,3,0.027536807,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,31390,0,0.032779852,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,31390,1,-0.011308496,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,31390,2,-0.024144777,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,31390,3,0.027285204,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,31755,0,0.032344483,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,31755,1,-0.011155863,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,31755,2,-0.023853571,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,31755,3,0.027037133,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,32120,0,0.031920461,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,32120,1,-0.011007273,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,32120,2,-0.023569171,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,32120,3,0.026792577,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,32485,0,0.031507353,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,32485,1,-0.010862568,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,32485,2,-0.023291349,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,32485,3,0.026551513,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,32850,0,0.031104749,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,32850,1,-0.010721601,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,32850,2,-0.023019886,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,32850,3,0.026313916,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,33215,0,0.030712259,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,33215,1,-0.010584231,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,33215,2,-0.022754572,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,33215,3,0.026079755,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,33580,0,0.03032951,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,33580,1,-0.010450323,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,33580,2,-0.022495206,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,33580,3,0.025848997,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,33945,0,0.029956148,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,33945,1,-0.010319749,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,33945,2,-0.022241595,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,33945,3,0.025621605,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,34310,0,0.029591835,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,34310,1,-0.010192388,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,34310,2,-0.021993554,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,34310,3,0.025397539,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,34675,0,0.029236249,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,34675,1,-0.010068123,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,34675,2,-0.021750907,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,34675,3,0.025176759,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,35040,0,0.028889084,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,35040,1,-0.009946844,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,35040,2,-0.021513483,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,35040,3,0.024959222,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,35405,0,0.028550045,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,35405,1,-0.009828446,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,35405,2,-0.021281119,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,35405,3,0.024744884,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,35770,0,0.028218853,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,35770,1,-0.009712827,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,35770,2,-0.021053658,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,35770,3,0.0245337,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,36135,0,0.027895241,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,36135,1,-0.009599892,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,36135,2,-0.020830949,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,36135,3,0.024325623,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,36500,0,0.027578953,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,36500,1,-0.00948955,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,36500,2,-0.020612848,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,36500,3,0.024120607,,,,,,,,
BAS,Matrix Parameter CurveSPEC,Matrix Parameter CurveSPEC,Matrix Parameter Curve,EV_USD_SWAP,EV_USD_SWAP,0,FALSE,,@Constant,@Linear,@Constant,TRUE,TRUE,TRUE
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,91,0,0.177381033,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,91,1,0.583660321,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,91,2,0.391414111,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,91,3,-0.482560764,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,182,0,0.173040787,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,182,1,0.506566281,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,182,2,0.179850742,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,182,3,0.09035603,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,365,0,0.183511264,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,365,1,0.370947347,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,365,2,-0.033906046,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,365,3,0.509666916,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,730,0,0.215435683,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,730,1,0.226296181,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,730,2,-0.30495861,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,730,3,0.127668653,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,1095,0,0.196539173,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,1095,1,0.129577928,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,1095,2,-0.371804442,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,1095,3,0.06248565,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,1460,0,0.176156854,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,1460,1,0.077731355,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,1460,2,-0.33282271,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,1460,3,0.028366652,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,1825,0,0.158627018,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,1825,1,0.045485989,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,1825,2,-0.278479808,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,1825,3,-0.003380051,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,2190,0,0.147693629,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,2190,1,0.022840689,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,2190,2,-0.227737419,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,2190,3,-0.026395454,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,2555,0,0.137108416,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,2555,1,0.006486456,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,2555,2,-0.194029145,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,2555,3,-0.054670739,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,2920,0,0.130299746,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,2920,1,-0.005877703,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,2920,2,-0.164421127,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,2920,3,-0.074677213,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,3285,0,0.124325372,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,3285,1,-0.015125031,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,3285,2,-0.141608926,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,3285,3,-0.094178627,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,3650,0,0.118331407,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,3650,1,-0.022336212,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,3650,2,-0.125327248,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,3650,3,-0.113632629,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,4015,0,0.11419712,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,4015,1,-0.028360967,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,4015,2,-0.108941898,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,4015,3,-0.121300207,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,4380,0,0.111742608,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,4380,1,-0.033520775,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,4380,2,-0.092004194,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,4380,3,-0.119644567,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,4745,0,0.110371458,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,4745,1,-0.037982246,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,4745,2,-0.075483255,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,4745,3,-0.11355577,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,5110,0,0.109636757,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,5110,1,-0.041861944,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,5110,2,-0.060109913,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,5110,3,-0.106650922,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,5475,0,0.109185921,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,5475,1,-0.045242092,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,5475,2,-0.046478571,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,5475,3,-0.101776804,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,5840,0,0.108777952,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,5840,1,-0.04818606,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,5840,2,-0.034931334,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,5840,3,-0.100634929,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,6205,0,0.108393691,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,6205,1,-0.050758165,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,6205,2,-0.025150133,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,6205,3,-0.102205381,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,6570,0,0.108064866,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,6570,1,-0.053009494,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,6570,2,-0.016760445,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,6570,3,-0.105117394,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,6935,0,0.107821682,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,6935,1,-0.054976806,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,6935,2,-0.009479938,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,6935,3,-0.108260341,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,7300,0,0.107692126,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,7300,1,-0.056685716,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,Matrix Parameter Surface,Matrix Parameter CurveSPEC,7300,2,-0.003092845,,,,,,,,
